Mentor ID,Mentor Name,Primary Domain,Role Title,Profile URL,Page Slug,Expected Image Filename,Image Status,Publishing Status
FCS-M037,Diya Narula,Artificial Intelligence,AI Trainer,https://forskcodingschool.com/mentors/diya-narula-ai-trainer-jaipur/,diya-narula-ai-trainer-jaipur,diya-narula-ai-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M038,Nikita Reddy,Artificial Intelligence,AI Trainer,https://forskcodingschool.com/mentors/nikita-reddy-ai-trainer-jaipur/,nikita-reddy-ai-trainer-jaipur,nikita-reddy-ai-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M039,Yashika Jain,Artificial Intelligence,AI Trainer,https://forskcodingschool.com/mentors/yashika-jain-ai-trainer-jaipur/,yashika-jain-ai-trainer-jaipur,yashika-jain-ai-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M040,Ankit Khanna,Artificial Intelligence,AI Trainer,https://forskcodingschool.com/mentors/ankit-khanna-ai-trainer-jaipur/,ankit-khanna-ai-trainer-jaipur,ankit-khanna-ai-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M041,Gauri Kohli,Generative AI & LLMs,Generative AI Trainer,https://forskcodingschool.com/mentors/gauri-kohli-generative-ai-trainer-jaipur/,gauri-kohli-generative-ai-trainer-jaipur,gauri-kohli-generative-ai-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M042,Harsh Anand,Generative AI & LLMs,Generative AI Trainer,https://forskcodingschool.com/mentors/harsh-anand-generative-ai-trainer-jaipur/,harsh-anand-generative-ai-trainer-jaipur,harsh-anand-generative-ai-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M043,Saurabh Mittal,Generative AI & LLMs,Generative AI Trainer,https://forskcodingschool.com/mentors/saurabh-mittal-generative-ai-trainer-jaipur/,saurabh-mittal-generative-ai-trainer-jaipur,saurabh-mittal-generative-ai-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M044,Diya Shah,Generative AI & LLMs,Generative AI Trainer,https://forskcodingschool.com/mentors/diya-shah-generative-ai-trainer-jaipur/,diya-shah-generative-ai-trainer-jaipur,diya-shah-generative-ai-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M045,Vaishnavi Mittal,Generative AI & LLMs,Generative AI Trainer,https://forskcodingschool.com/mentors/vaishnavi-mittal-generative-ai-trainer-jaipur/,vaishnavi-mittal-generative-ai-trainer-jaipur,vaishnavi-mittal-generative-ai-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M046,Ishita Purohit,Generative AI & LLMs,Generative AI Trainer,https://forskcodingschool.com/mentors/ishita-purohit-generative-ai-trainer-jaipur/,ishita-purohit-generative-ai-trainer-jaipur,ishita-purohit-generative-ai-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M047,Vedant Pandey,Generative AI & LLMs,Generative AI Trainer,https://forskcodingschool.com/mentors/vedant-pandey-generative-ai-trainer-jaipur/,vedant-pandey-generative-ai-trainer-jaipur,vedant-pandey-generative-ai-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M048,Kanika Tiwari,Generative AI & LLMs,Generative AI Trainer,https://forskcodingschool.com/mentors/kanika-tiwari-generative-ai-trainer-jaipur/,kanika-tiwari-generative-ai-trainer-jaipur,kanika-tiwari-generative-ai-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M049,Siddharth Arora,Generative AI & LLMs,Generative AI Trainer,https://forskcodingschool.com/mentors/siddharth-arora-generative-ai-trainer-jaipur/,siddharth-arora-generative-ai-trainer-jaipur,siddharth-arora-generative-ai-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M050,Shruti Prasad,Generative AI & LLMs,Generative AI Trainer,https://forskcodingschool.com/mentors/shruti-prasad-generative-ai-trainer-jaipur/,shruti-prasad-generative-ai-trainer-jaipur,shruti-prasad-generative-ai-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M051,Priya Rao,Python Programming,Python Trainer,https://forskcodingschool.com/mentors/priya-rao-python-trainer-jaipur/,priya-rao-python-trainer-jaipur,priya-rao-python-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M052,Kabir Bose,Python Programming,Python Trainer,https://forskcodingschool.com/mentors/kabir-bose-python-trainer-jaipur/,kabir-bose-python-trainer-jaipur,kabir-bose-python-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M053,Siya Mathur,Python Programming,Python Trainer,https://forskcodingschool.com/mentors/siya-mathur-python-trainer-jaipur/,siya-mathur-python-trainer-jaipur,siya-mathur-python-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M054,Shubham Saxena,Python Programming,Python Trainer,https://forskcodingschool.com/mentors/shubham-saxena-python-trainer-jaipur/,shubham-saxena-python-trainer-jaipur,shubham-saxena-python-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M055,Akash Jain,Python Programming,Python Trainer,https://forskcodingschool.com/mentors/akash-jain-python-trainer-jaipur/,akash-jain-python-trainer-jaipur,akash-jain-python-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M056,Aditya Bhardwaj,Python Programming,Python Trainer,https://forskcodingschool.com/mentors/aditya-bhardwaj-python-trainer-jaipur/,aditya-bhardwaj-python-trainer-jaipur,aditya-bhardwaj-python-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M057,Diya Yadav,Python Programming,Python Trainer,https://forskcodingschool.com/mentors/diya-yadav-python-trainer-jaipur/,diya-yadav-python-trainer-jaipur,diya-yadav-python-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M058,Manish Purohit,Python Programming,Python Trainer,https://forskcodingschool.com/mentors/manish-purohit-python-trainer-jaipur/,manish-purohit-python-trainer-jaipur,manish-purohit-python-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M059,Aarohi Yadav,Python Programming,Python Trainer,https://forskcodingschool.com/mentors/aarohi-yadav-python-trainer-jaipur/,aarohi-yadav-python-trainer-jaipur,aarohi-yadav-python-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M060,Khushi Goyal,Python Programming,Python Trainer,https://forskcodingschool.com/mentors/khushi-goyal-python-trainer-jaipur/,khushi-goyal-python-trainer-jaipur,khushi-goyal-python-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M061,Aditi Dutta,SQL & Database Development,SQL Trainer,https://forskcodingschool.com/mentors/aditi-dutta-sql-trainer-jaipur/,aditi-dutta-sql-trainer-jaipur,aditi-dutta-sql-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M062,Sameer Arora,SQL & Database Development,SQL Trainer,https://forskcodingschool.com/mentors/sameer-arora-sql-trainer-jaipur/,sameer-arora-sql-trainer-jaipur,sameer-arora-sql-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M063,Dhruv Iyer,SQL & Database Development,SQL Trainer,https://forskcodingschool.com/mentors/dhruv-iyer-sql-trainer-jaipur/,dhruv-iyer-sql-trainer-jaipur,dhruv-iyer-sql-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M064,Ishita Yadav,SQL & Database Development,SQL Trainer,https://forskcodingschool.com/mentors/ishita-yadav-sql-trainer-jaipur/,ishita-yadav-sql-trainer-jaipur,ishita-yadav-sql-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M065,Rohan Vyas,SQL & Database Development,SQL Trainer,https://forskcodingschool.com/mentors/rohan-vyas-sql-trainer-jaipur/,rohan-vyas-sql-trainer-jaipur,rohan-vyas-sql-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M066,Pranav Shah,SQL & Database Development,SQL Trainer,https://forskcodingschool.com/mentors/pranav-shah-sql-trainer-jaipur/,pranav-shah-sql-trainer-jaipur,pranav-shah-sql-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M067,Harsh Mathur,SQL & Database Development,SQL Trainer,https://forskcodingschool.com/mentors/harsh-mathur-sql-trainer-jaipur/,harsh-mathur-sql-trainer-jaipur,harsh-mathur-sql-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M068,Ojasvi Goel,SQL & Database Development,SQL Trainer,https://forskcodingschool.com/mentors/ojasvi-goel-sql-trainer-jaipur/,ojasvi-goel-sql-trainer-jaipur,ojasvi-goel-sql-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M069,Vani Saini,SQL & Database Development,SQL Trainer,https://forskcodingschool.com/mentors/vani-saini-sql-trainer-jaipur/,vani-saini-sql-trainer-jaipur,vani-saini-sql-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M070,Meera Pawar,SQL & Database Development,SQL Trainer,https://forskcodingschool.com/mentors/meera-pawar-sql-trainer-jaipur/,meera-pawar-sql-trainer-jaipur,meera-pawar-sql-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M071,Riya Jadhav,Excel & Advanced Excel,Advanced Excel Trainer,https://forskcodingschool.com/mentors/riya-jadhav-advanced-excel-trainer-jaipur/,riya-jadhav-advanced-excel-trainer-jaipur,riya-jadhav-advanced-excel-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M072,Mohit Iyer,Excel & Advanced Excel,Advanced Excel Trainer,https://forskcodingschool.com/mentors/mohit-iyer-advanced-excel-trainer-jaipur/,mohit-iyer-advanced-excel-trainer-jaipur,mohit-iyer-advanced-excel-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M073,Palak Maheshwari,Excel & Advanced Excel,Advanced Excel Trainer,https://forskcodingschool.com/mentors/palak-maheshwari-advanced-excel-trainer-jaipur/,palak-maheshwari-advanced-excel-trainer-jaipur,palak-maheshwari-advanced-excel-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M074,Tamanna Chawla,Excel & Advanced Excel,Advanced Excel Trainer,https://forskcodingschool.com/mentors/tamanna-chawla-advanced-excel-trainer-jaipur/,tamanna-chawla-advanced-excel-trainer-jaipur,tamanna-chawla-advanced-excel-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M075,Uday Khandelwal,Excel & Advanced Excel,Advanced Excel Trainer,https://forskcodingschool.com/mentors/uday-khandelwal-advanced-excel-trainer-jaipur/,uday-khandelwal-advanced-excel-trainer-jaipur,uday-khandelwal-advanced-excel-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M076,Riya Kashyap,Excel & Advanced Excel,Advanced Excel Trainer,https://forskcodingschool.com/mentors/riya-kashyap-advanced-excel-trainer-jaipur/,riya-kashyap-advanced-excel-trainer-jaipur,riya-kashyap-advanced-excel-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M077,Tarun Jain,Excel & Advanced Excel,Advanced Excel Trainer,https://forskcodingschool.com/mentors/tarun-jain-advanced-excel-trainer-jaipur/,tarun-jain-advanced-excel-trainer-jaipur,tarun-jain-advanced-excel-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M078,Sameer Roy,Excel & Advanced Excel,Advanced Excel Trainer,https://forskcodingschool.com/mentors/sameer-roy-advanced-excel-trainer-jaipur/,sameer-roy-advanced-excel-trainer-jaipur,sameer-roy-advanced-excel-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M079,Vaishnavi Roy,Excel & Advanced Excel,Advanced Excel Trainer,https://forskcodingschool.com/mentors/vaishnavi-roy-advanced-excel-trainer-jaipur/,vaishnavi-roy-advanced-excel-trainer-jaipur,vaishnavi-roy-advanced-excel-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M080,Ananya Bajaj,Excel & Advanced Excel,Advanced Excel Trainer,https://forskcodingschool.com/mentors/ananya-bajaj-advanced-excel-trainer-jaipur/,ananya-bajaj-advanced-excel-trainer-jaipur,ananya-bajaj-advanced-excel-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M081,Manish Bhardwaj,Power BI,Power BI Trainer,https://forskcodingschool.com/mentors/manish-bhardwaj-power-bi-trainer-jaipur/,manish-bhardwaj-power-bi-trainer-jaipur,manish-bhardwaj-power-bi-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M082,Shubham Menon,Power BI,Power BI Trainer,https://forskcodingschool.com/mentors/shubham-menon-power-bi-trainer-jaipur/,shubham-menon-power-bi-trainer-jaipur,shubham-menon-power-bi-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M083,Jhanvi Saxena,Power BI,Power BI Trainer,https://forskcodingschool.com/mentors/jhanvi-saxena-power-bi-trainer-jaipur/,jhanvi-saxena-power-bi-trainer-jaipur,jhanvi-saxena-power-bi-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M084,Ankit Anand,Power BI,Power BI Trainer,https://forskcodingschool.com/mentors/ankit-anand-power-bi-trainer-jaipur/,ankit-anand-power-bi-trainer-jaipur,ankit-anand-power-bi-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M085,Vivaan Bose,Power BI,Power BI Trainer,https://forskcodingschool.com/mentors/vivaan-bose-power-bi-trainer-jaipur/,vivaan-bose-power-bi-trainer-jaipur,vivaan-bose-power-bi-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M086,Tarun Saxena,Power BI,Power BI Trainer,https://forskcodingschool.com/mentors/tarun-saxena-power-bi-trainer-jaipur/,tarun-saxena-power-bi-trainer-jaipur,tarun-saxena-power-bi-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M087,Upasana Arora,Power BI,Power BI Trainer,https://forskcodingschool.com/mentors/upasana-arora-power-bi-trainer-jaipur/,upasana-arora-power-bi-trainer-jaipur,upasana-arora-power-bi-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M088,Aarav Desai,Power BI,Power BI Trainer,https://forskcodingschool.com/mentors/aarav-desai-power-bi-trainer-jaipur/,aarav-desai-power-bi-trainer-jaipur,aarav-desai-power-bi-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
FCS-M089,Diya Mathur,Power BI,Power BI Trainer,https://forskcodingschool.com/mentors/diya-mathur-power-bi-trainer-jaipur/,diya-mathur-power-bi-trainer-jaipur,diya-mathur-power-bi-trainer-jaipur-forsk-coding-school.webp,PENDING,DEMO – VERIFY BEFORE PUBLISH
